system,n_orbit_options,xyzs,planet,a,e,i,o,O,M0,incl_group
3,,"[[-0.8326487903775279, -2.6773952598585185, 0.4293590484982127], [-0.3607208177460372, -2.585809890037088, -1.302005374092274], [0.25555509926700637, -1.485910809520326, -2.5367755414809743]]",1,2.8108210793044934,0.051081382,1.32645,1.1863667512887006,1.307238133522965,1.6982159818680285,high
3,,"[[0.5420223634485715, 2.2327079798911105, 0.1838867856279661], [-0.13285052597189, 1.3504243024951055, 1.8418223180826307], [-0.7058837882091687, -0.4513617623705972, 2.1043362848183733]]",2,2.2055691585585917,0.046551821,1.32645,4.015968520785465,1.307238133522965,2.2827573824087968,high
3,,"[[-0.7739001905285104, -2.416903128139105, 0.6251210529133832], [-0.3640414301270825, -2.4270914010428175, -1.1355720535113472], [0.2672993876584135, -1.2463339614121474, -2.347048413832472]]",3,2.506742500779418,0.076980153,1.32645,0.6149591878911114,1.307238133522965,2.1570288299662908,high
4,,"[[0.8695819805919638, 0.9110998388749999, 3.8709455245016673], [-0.28458386435898886, -0.19173625057474647, 4.011334477761175], [-1.4517120097652625, -1.2571642773391656, 3.5543212811238227]]",1,4.329050214211248,0.071542478,1.55334,1.8820246042886797,0.746102825,5.7380241106142424,high
4,,"[[1.2678453299857642, 1.192441078381377, 0.3104438085871664], [0.06533149926458424, 0.048627477142084624, 1.7525081686161497], [-1.2671158795942503, -1.1509154643003423, 0.4574078970514456]]",2,1.7686639264275132,0.008064782,1.55334,1.5617839878335618,0.746102825,4.913978434618786,high
4,,"[[0.6372429870243995, 0.5441833857664841, -0.8660465878965512], [0.09600164889945496, 0.11728750976528225, 1.2679614999976938], [-0.7398104916052911, -0.7526044118076367, -0.6189002819612117]]",3,1.2295174018055832,0.038593847,1.55334,4.817668653065516,0.746102825,0.6055602524945015,high
5,,"[[-0.031650415363892646, 0.761586614075551, -0.7782254858464969], [0.08323311382888934, -0.8727333290092644, 0.4615614306957243], [-0.03848021878098484, 0.9046935117237168, -0.5543511415704063]]",1,1.031136310400604,0.06586858,1.5708,1.343907669278097,4.758252472844026,2.5233473212514466,high
5,,"[[0.0025096006461725155, -0.20696538288193395, 2.4538107720895472], [-0.08099285594461941, 1.6513183945894943, 2.0129876094741186], [-0.09766909513138301, 2.6368991681850416, 0.47025037612116616]]",2,2.4754394296921327,0.075154356,1.5708,6.193713059699979,4.758252472844026,1.426115360910161,high
5,,"[[-0.020981742373024394, 0.33845615635120085, 2.99088738031288], [-0.12135512747543589, 1.9458460966916133, 2.245289884195834], [-0.12447051031190008, 2.808774001140686, 0.6730734944996105]]",3,2.914507328905027,0.037791853,1.5708,4.284702659280746,4.758252472844026,3.715949377,high
6,,"[[0.5680090034699926, 0.038513932455064834, 1.1488874453559368], [-1.229333602769637, -0.00047542342993947377, -0.22991639284803125], [0.9498022690949379, -0.0536786006753058, -0.9272606358122438]]",1,1.2836592416729755,0.026988573,1.55334,2.9540540525586403,6.279290168863669,4.476168756,high
